Identificador do processo de viagem,CÛdigo do Ûrg„o superior,Nome do Ûrg„o superior,Codigo do Ûrg„o pagador,Nome do Ûrgao pagador,CÛdigo da unidade gestora pagadora,Nome da unidade gestora pagadora,Tipo de pagamento,Valor
13499689,52000,MINISTERIO DA DEFESA,52111,COMANDO DA AERONAUTICA,120646,GRUPAMENTO DE APOIO ¿S UNIDADES DO SISTEMA DE,PASSAGEM                      ,295
13500460,29000,DEFENSORIA PUBLICA DA UNIAO,29000,DEFENSORIA PUBLICA DA UNIAO - UNIDADES COM VÕ,290002,DPU-SECRETARIA DE EXECU«√O OR«AM. FINANCEIRA,PASSAGEM                      ,939
13500460,29000,DEFENSORIA PUBLICA DA UNIAO,29000,DEFENSORIA PUBLICA DA UNIAO - UNIDADES COM VÕ,290002,DPU-SECRETARIA DE EXECU«√O OR«AM. FINANCEIRA,PASSAGEM                      ,28
13501674,52000,MINISTERIO DA DEFESA,52111,COMANDO DA AERONAUTICA,120646,GRUPAMENTO DE APOIO ¿S UNIDADES DO SISTEMA DE,PASSAGEM                      ,778
13501787,52000,MINISTERIO DA DEFESA,52111,COMANDO DA AERONAUTICA,120646,GRUPAMENTO DE APOIO ¿S UNIDADES DO SISTEMA DE,PASSAGEM                      ,527
13502086,52000,MINISTERIO DA DEFESA,52111,COMANDO DA AERONAUTICA,120006,GRUPAMENTO DE APOIO DE BRASILIA,PASSAGEM                      ,914
13502165,52000,MINISTERIO DA DEFESA,52111,COMANDO DA AERONAUTICA,120646,GRUPAMENTO DE APOIO ¿S UNIDADES DO SISTEMA DE,PASSAGEM                      ,954
13502488,26000,MINISTERIO DA EDUCACAO,26233,UNIVERSIDADE FEDERAL DO CEARA,153045,UNIVERSIDADE FEDERAL DO CEARA,PASSAGEM                      ,889
13502956,30000,MINISTERIO DA JUSTICA E SEGURANÁA PUBLICA,30000,MINISTERIO DA JUSTICA E SEGURANÁA PUBLICA - U,200005,COORDENACAO-GERAL DE LOGISTICA E CONTRATOS/MJ,DI¡RIAS                       ,186
13503526,26000,MINISTERIO DA EDUCACAO,26000,MINISTERIO DA EDUCACAO - UNIDADES COM VÕNCULO,150019,SECRETARIA DE EDUCACAO BASICA,DI¡RIAS                       ,431
13503691,30000,MINISTERIO DA JUSTICA E SEGURANÁA PUBLICA,30000,MINISTERIO DA JUSTICA E SEGURANÁA PUBLICA - U,200005,COORDENACAO-GERAL DE LOGISTICA E CONTRATOS/MJ,PASSAGEM                      ,974
13503691,30000,MINISTERIO DA JUSTICA E SEGURANÁA PUBLICA,30000,MINISTERIO DA JUSTICA E SEGURANÁA PUBLICA - U,200005,COORDENACAO-GERAL DE LOGISTICA E CONTRATOS/MJ,PASSAGEM                      ,1242
13503691,30000,MINISTERIO DA JUSTICA E SEGURANÁA PUBLICA,30000,MINISTERIO DA JUSTICA E SEGURANÁA PUBLICA - U,200330,SECRETARIA NACIONAL DE SEG. P⁄BLICA - SENASP,DI¡RIAS                       ,336
13503691,30000,MINISTERIO DA JUSTICA E SEGURANÁA PUBLICA,30000,MINISTERIO DA JUSTICA E SEGURANÁA PUBLICA - U,200330,SECRETARIA NACIONAL DE SEG. P⁄BLICA - SENASP,DI¡RIAS                       ,3363
13503691,30000,MINISTERIO DA JUSTICA E SEGURANÁA PUBLICA,30000,MINISTERIO DA JUSTICA E SEGURANÁA PUBLICA - U,200330,SECRETARIA NACIONAL DE SEG. P⁄BLICA - SENASP,DI¡RIAS                       ,1793
13503691,30000,MINISTERIO DA JUSTICA E SEGURANÁA PUBLICA,30000,MINISTERIO DA JUSTICA E SEGURANÁA PUBLICA - U,200330,SECRETARIA NACIONAL DE SEG. P⁄BLICA - SENASP,DI¡RIAS                       ,1008
13503960,52000,MINISTERIO DA DEFESA,52111,COMANDO DA AERONAUTICA,120646,GRUPAMENTO DE APOIO ¿S UNIDADES DO SISTEMA DE,PASSAGEM                      ,296
13504032,52000,MINISTERIO DA DEFESA,52111,COMANDO DA AERONAUTICA,120646,GRUPAMENTO DE APOIO ¿S UNIDADES DO SISTEMA DE,PASSAGEM                      ,808
13504254,26000,MINISTERIO DA EDUCACAO,26233,UNIVERSIDADE FEDERAL DO CEARA,153045,UNIVERSIDADE FEDERAL DO CEARA,PASSAGEM                      ,614
13504838,-1,Sigiloso,-1,,-11,Sigilosa,DI¡RIAS                       ,2779
13504838,-1,Sigiloso,-1,,-11,Sigilosa,PASSAGEM                      ,507
13504931,26000,MINISTERIO DA EDUCACAO,26000,MINISTERIO DA EDUCACAO - UNIDADES COM VÕNCULO,150002,SUBSECRETARIA DE ASSUNTOS ADMINISTRATIVOS/MEC,PASSAGEM                      ,468
13504931,26000,MINISTERIO DA EDUCACAO,26000,MINISTERIO DA EDUCACAO - UNIDADES COM VÕNCULO,150019,SECRETARIA DE EDUCACAO BASICA,DI¡RIAS                       ,431
13505425,30000,MINISTERIO DA JUSTICA E SEGURANÁA PUBLICA,30000,MINISTERIO DA JUSTICA E SEGURANÁA PUBLICA - U,200005,COORDENACAO-GERAL DE LOGISTICA E CONTRATOS/MJ,PASSAGEM                      ,1657
13505425,30000,MINISTERIO DA JUSTICA,30911,FUNDO NACIONAL DE SEGURANCA PUBLICA,200331,SECRETARIA NACIONAL DE SEGURANCA PUBLICA,DI¡RIAS                       ,3009
13505425,30000,MINISTERIO DA JUSTICA,30911,FUNDO NACIONAL DE SEGURANCA PUBLICA,200331,SECRETARIA NACIONAL DE SEGURANCA PUBLICA,DI¡RIAS                       ,3363
13505425,30000,MINISTERIO DA JUSTICA,30911,FUNDO NACIONAL DE SEGURANCA PUBLICA,200331,SECRETARIA NACIONAL DE SEGURANCA PUBLICA,DI¡RIAS                       ,702
13505425,30000,MINISTERIO DA JUSTICA,30911,FUNDO NACIONAL DE SEGURANCA PUBLICA,200331,SECRETARIA NACIONAL DE SEGURANCA PUBLICA,DI¡RIAS                       ,2141
13505425,30000,MINISTERIO DA JUSTICA,30911,FUNDO NACIONAL DE SEGURANCA PUBLICA,200331,SECRETARIA NACIONAL DE SEGURANCA PUBLICA,DI¡RIAS                       ,2607
13506125,26000,MINISTERIO DA EDUCACAO,26290,INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS,153978,INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS,DI¡RIAS                       ,879
13506650,29000,DEFENSORIA PUBLICA DA UNIAO,29000,DEFENSORIA PUBLICA DA UNIAO - UNIDADES COM VÕ,290002,DPU-SECRETARIA DE EXECU«√O OR«AM. FINANCEIRA,DI¡RIAS                       ,238
13506650,29000,DEFENSORIA PUBLICA DA UNIAO,29000,DEFENSORIA PUBLICA DA UNIAO - UNIDADES COM VÕ,290002,DPU-SECRETARIA DE EXECU«√O OR«AM. FINANCEIRA,PASSAGEM                      ,655
13506715,30000,MINISTERIO DA JUSTICA,30911,FUNDO NACIONAL DE SEGURANCA PUBLICA,200331,SECRETARIA NACIONAL DE SEGURANCA PUBLICA,DI¡RIAS                       ,3079
13506715,30000,MINISTERIO DA JUSTICA,30911,FUNDO NACIONAL DE SEGURANCA PUBLICA,200331,SECRETARIA NACIONAL DE SEGURANCA PUBLICA,DI¡RIAS                       ,442
13506715,30000,MINISTERIO DA JUSTICA,30911,FUNDO NACIONAL DE SEGURANCA PUBLICA,200331,SECRETARIA NACIONAL DE SEGURANCA PUBLICA,DI¡RIAS                       ,2655
13506715,30000,MINISTERIO DA JUSTICA,30911,FUNDO NACIONAL DE SEGURANCA PUBLICA,200331,SECRETARIA NACIONAL DE SEGURANCA PUBLICA,DI¡RIAS                       ,106
13506715,30000,MINISTERIO DA JUSTICA,30911,FUNDO NACIONAL DE SEGURANCA PUBLICA,200331,SECRETARIA NACIONAL DE SEGURANCA PUBLICA,DI¡RIAS                       ,3186
13506715,30000,MINISTERIO DA JUSTICA,30911,FUNDO NACIONAL DE SEGURANCA PUBLICA,200331,SECRETARIA NACIONAL DE SEGURANCA PUBLICA,DI¡RIAS                       ,318
13506715,30000,MINISTERIO DA JUSTICA E SEGURANÁA PUBLICA,30000,MINISTERIO DA JUSTICA E SEGURANÁA PUBLICA - U,200005,COORDENACAO-GERAL DE LOGISTICA E CONTRATOS/MJ,PASSAGEM                      ,1436
13506849,35000,MINISTERIO DAS RELACOES EXTERIORES,35000,MINISTERIO DAS RELACOES EXTERIORES - UNIDADES,240017,ESCRITORIO FINANCEIRO EM NOVA IORQUE,DI¡RIAS                       ,8960
13507853,42000,MINISTERIO DA CULTURA,20408,FUNDACAO CULTURAL PALMARES,344041,FCP-FUNDACAO CULTURAL PALMARES,PASSAGEM                      ,1031
13507853,42000,MINISTERIO DA CULTURA,20408,FUNDACAO CULTURAL PALMARES,344041,FCP-FUNDACAO CULTURAL PALMARES,PASSAGEM                      ,208
13508451,26000,MINISTERIO DA EDUCACAO,26233,UNIVERSIDADE FEDERAL DO CEARA,153045,UNIVERSIDADE FEDERAL DO CEARA,PASSAGEM                      ,676
13508605,26000,MINISTERIO DA EDUCACAO,26233,UNIVERSIDADE FEDERAL DO CEARA,153045,UNIVERSIDADE FEDERAL DO CEARA,PASSAGEM                      ,614
13509084,52000,MINISTERIO DA DEFESA,52111,COMANDO DA AERONAUTICA,120646,GRUPAMENTO DE APOIO ¿S UNIDADES DO SISTEMA DE,PASSAGEM                      ,540
13510386,26000,MINISTERIO DA EDUCACAO,26273,UNIVERSIDADE FEDERAL DO RIO GRANDE - FURG,154042,UNIVERSIDADE FEDERAL DO RIO GRANDE - FURG,PASSAGEM                      ,4119
13511459,26000,MINISTERIO DA EDUCACAO,26233,UNIVERSIDADE FEDERAL DO CEARA,153045,UNIVERSIDADE FEDERAL DO CEARA,PASSAGEM                      ,396
13511484,26000,MINISTERIO DA EDUCACAO,26233,UNIVERSIDADE FEDERAL DO CEARA,153045,UNIVERSIDADE FEDERAL DO CEARA,PASSAGEM                      ,396
13511516,26000,MINISTERIO DA EDUCACAO,26233,UNIVERSIDADE FEDERAL DO CEARA,153045,UNIVERSIDADE FEDERAL DO CEARA,PASSAGEM                      ,396
13511560,26000,MINISTERIO DA EDUCACAO,26233,UNIVERSIDADE FEDERAL DO CEARA,153045,UNIVERSIDADE FEDERAL DO CEARA,PASSAGEM                      ,599
13511712,26000,MINISTERIO DA EDUCACAO,26232,UNIVERSIDADE FEDERAL DA BAHIA,153038,UNIVERSIDADE FEDERAL DA BAHIA,PASSAGEM                      ,862
13511712,26000,MINISTERIO DA EDUCACAO,26232,UNIVERSIDADE FEDERAL DA BAHIA,153038,UNIVERSIDADE FEDERAL DA BAHIA,DI¡RIAS                       ,838
13511941,30000,MINISTERIO DA JUSTICA,30911,FUNDO NACIONAL DE SEGURANCA PUBLICA,200331,SECRETARIA NACIONAL DE SEGURANCA PUBLICA,DI¡RIAS                       ,2407
13511941,30000,MINISTERIO DA JUSTICA,30911,FUNDO NACIONAL DE SEGURANCA PUBLICA,200331,SECRETARIA NACIONAL DE SEGURANCA PUBLICA,DI¡RIAS                       ,483
13511941,30000,MINISTERIO DA JUSTICA,30911,FUNDO NACIONAL DE SEGURANCA PUBLICA,200331,SECRETARIA NACIONAL DE SEGURANCA PUBLICA,DI¡RIAS                       ,1303
13511941,30000,MINISTERIO DA JUSTICA,30911,FUNDO NACIONAL DE SEGURANCA PUBLICA,200331,SECRETARIA NACIONAL DE SEGURANCA PUBLICA,DI¡RIAS                       ,2832
13511941,30000,MINISTERIO DA JUSTICA,30911,FUNDO NACIONAL DE SEGURANCA PUBLICA,200331,SECRETARIA NACIONAL DE SEGURANCA PUBLICA,DI¡RIAS                       ,2301
13511941,30000,MINISTERIO DA JUSTICA,30911,FUNDO NACIONAL DE SEGURANCA PUBLICA,200331,SECRETARIA NACIONAL DE SEGURANCA PUBLICA,DI¡RIAS                       ,3103
13511941,30000,MINISTERIO DA JUSTICA,30911,FUNDO NACIONAL DE SEGURANCA PUBLICA,200331,SECRETARIA NACIONAL DE SEGURANCA PUBLICA,DI¡RIAS                       ,3127
13511941,30000,MINISTERIO DA JUSTICA,30911,FUNDO NACIONAL DE SEGURANCA PUBLICA,200331,SECRETARIA NACIONAL DE SEGURANCA PUBLICA,DI¡RIAS                       ,2607
13511941,30000,MINISTERIO DA JUSTICA,30911,FUNDO NACIONAL DE SEGURANCA PUBLICA,200331,SECRETARIA NACIONAL DE SEGURANCA PUBLICA,DI¡RIAS                       ,2908
13511941,30000,MINISTERIO DA JUSTICA,30911,FUNDO NACIONAL DE SEGURANCA PUBLICA,200331,SECRETARIA NACIONAL DE SEGURANCA PUBLICA,DI¡RIAS                       ,702
13511941,30000,MINISTERIO DA JUSTICA E SEGURANÁA PUBLICA,30000,MINISTERIO DA JUSTICA E SEGURANÁA PUBLICA - U,200005,COORDENACAO-GERAL DE LOGISTICA E CONTRATOS/MJ,PASSAGEM                      ,1397
13511957,30000,MINISTERIO DA JUSTICA,30911,FUNDO NACIONAL DE SEGURANCA PUBLICA,200331,SECRETARIA NACIONAL DE SEGURANCA PUBLICA,DI¡RIAS                       ,1504
13511957,30000,MINISTERIO DA JUSTICA,30911,FUNDO NACIONAL DE SEGURANCA PUBLICA,200331,SECRETARIA NACIONAL DE SEGURANCA PUBLICA,DI¡RIAS                       ,1404
13511957,30000,MINISTERIO DA JUSTICA E SEGURANÁA PUBLICA,30000,MINISTERIO DA JUSTICA E SEGURANÁA PUBLICA - U,200005,COORDENACAO-GERAL DE LOGISTICA E CONTRATOS/MJ,PASSAGEM                      ,951
13511977,26000,MINISTERIO DA EDUCACAO,26233,UNIVERSIDADE FEDERAL DO CEARA,153045,UNIVERSIDADE FEDERAL DO CEARA,PASSAGEM                      ,740
13512067,30000,MINISTERIO DA JUSTICA E SEGURANÁA PUBLICA,30000,MINISTERIO DA JUSTICA E SEGURANÁA PUBLICA - U,200005,COORDENACAO-GERAL DE LOGISTICA E CONTRATOS/MJ,PASSAGEM                      ,698
13512067,30000,MINISTERIO DA JUSTICA,30911,FUNDO NACIONAL DE SEGURANCA PUBLICA,200331,SECRETARIA NACIONAL DE SEGURANCA PUBLICA,DI¡RIAS                       ,1504
13512073,30000,MINISTERIO DA JUSTICA,30911,FUNDO NACIONAL DE SEGURANCA PUBLICA,200331,SECRETARIA NACIONAL DE SEGURANCA PUBLICA,DI¡RIAS                       ,100
13512073,30000,MINISTERIO DA JUSTICA E SEGURANÁA PUBLICA,30000,MINISTERIO DA JUSTICA E SEGURANÁA PUBLICA - U,200005,COORDENACAO-GERAL DE LOGISTICA E CONTRATOS/MJ,PASSAGEM                      ,739
13512074,30000,MINISTERIO DA JUSTICA E SEGURANÁA PUBLICA,30000,MINISTERIO DA JUSTICA E SEGURANÁA PUBLICA - U,200005,COORDENACAO-GERAL DE LOGISTICA E CONTRATOS/MJ,PASSAGEM                      ,739
13512074,30000,MINISTERIO DA JUSTICA,30911,FUNDO NACIONAL DE SEGURANCA PUBLICA,200331,SECRETARIA NACIONAL DE SEGURANCA PUBLICA,DI¡RIAS                       ,3009
13512251,26000,MINISTERIO DA EDUCACAO,26233,UNIVERSIDADE FEDERAL DO CEARA,153045,UNIVERSIDADE FEDERAL DO CEARA,PASSAGEM                      ,798
13512440,26000,MINISTERIO DA EDUCACAO,26233,UNIVERSIDADE FEDERAL DO CEARA,153045,UNIVERSIDADE FEDERAL DO CEARA,PASSAGEM                      ,847
13512651,30000,MINISTERIO DA JUSTICA E SEGURANÁA PUBLICA,30000,MINISTERIO DA JUSTICA E SEGURANÁA PUBLICA - U,200005,COORDENACAO-GERAL DE LOGISTICA E CONTRATOS/MJ,PASSAGEM                      ,1888
13512651,30000,MINISTERIO DA JUSTICA,30911,FUNDO NACIONAL DE SEGURANCA PUBLICA,200331,SECRETARIA NACIONAL DE SEGURANCA PUBLICA,DI¡RIAS                       ,2135
13512651,30000,MINISTERIO DA JUSTICA,30911,FUNDO NACIONAL DE SEGURANCA PUBLICA,200331,SECRETARIA NACIONAL DE SEGURANCA PUBLICA,DI¡RIAS                       ,1404
13512651,30000,MINISTERIO DA JUSTICA,30911,FUNDO NACIONAL DE SEGURANCA PUBLICA,200331,SECRETARIA NACIONAL DE SEGURANCA PUBLICA,DI¡RIAS                       ,2908
13512651,30000,MINISTERIO DA JUSTICA,30911,FUNDO NACIONAL DE SEGURANCA PUBLICA,200331,SECRETARIA NACIONAL DE SEGURANCA PUBLICA,DI¡RIAS                       ,3363
13512651,30000,MINISTERIO DA JUSTICA,30911,FUNDO NACIONAL DE SEGURANCA PUBLICA,200331,SECRETARIA NACIONAL DE SEGURANCA PUBLICA,DI¡RIAS                       ,100
13513215,26000,MINISTERIO DA EDUCACAO,26233,UNIVERSIDADE FEDERAL DO CEARA,153045,UNIVERSIDADE FEDERAL DO CEARA,PASSAGEM                      ,284
13513498,26000,MINISTERIO DA EDUCACAO,26233,UNIVERSIDADE FEDERAL DO CEARA,153045,UNIVERSIDADE FEDERAL DO CEARA,PASSAGEM                      ,756
13514113,-1,Sigiloso,-1,,-11,Sigilosa,PASSAGEM                      ,1740
13514343,30000,MINISTERIO DA JUSTICA,30911,FUNDO NACIONAL DE SEGURANCA PUBLICA,200331,SECRETARIA NACIONAL DE SEGURANCA PUBLICA,DI¡RIAS                       ,61
13514343,30000,MINISTERIO DA JUSTICA,30911,FUNDO NACIONAL DE SEGURANCA PUBLICA,200331,SECRETARIA NACIONAL DE SEGURANCA PUBLICA,DI¡RIAS                       ,2560
13514343,30000,MINISTERIO DA JUSTICA,30911,FUNDO NACIONAL DE SEGURANCA PUBLICA,200331,SECRETARIA NACIONAL DE SEGURANCA PUBLICA,DI¡RIAS                       ,223
13514343,30000,MINISTERIO DA JUSTICA,30911,FUNDO NACIONAL DE SEGURANCA PUBLICA,200331,SECRETARIA NACIONAL DE SEGURANCA PUBLICA,DI¡RIAS                       ,100
13514343,30000,MINISTERIO DA JUSTICA,30911,FUNDO NACIONAL DE SEGURANCA PUBLICA,200331,SECRETARIA NACIONAL DE SEGURANCA PUBLICA,DI¡RIAS                       ,2036
13514343,30000,MINISTERIO DA JUSTICA,30911,FUNDO NACIONAL DE SEGURANCA PUBLICA,200331,SECRETARIA NACIONAL DE SEGURANCA PUBLICA,DI¡RIAS                       ,2360
13514343,30000,MINISTERIO DA JUSTICA,30911,FUNDO NACIONAL DE SEGURANCA PUBLICA,200331,SECRETARIA NACIONAL DE SEGURANCA PUBLICA,DI¡RIAS                       ,2661
13514343,30000,MINISTERIO DA JUSTICA,30911,FUNDO NACIONAL DE SEGURANCA PUBLICA,200331,SECRETARIA NACIONAL DE SEGURANCA PUBLICA,DI¡RIAS                       ,2522
13515144,30000,MINISTERIO DA JUSTICA,30911,FUNDO NACIONAL DE SEGURANCA PUBLICA,200331,SECRETARIA NACIONAL DE SEGURANCA PUBLICA,DI¡RIAS                       ,1457
13515144,30000,MINISTERIO DA JUSTICA,30911,FUNDO NACIONAL DE SEGURANCA PUBLICA,200331,SECRETARIA NACIONAL DE SEGURANCA PUBLICA,DI¡RIAS                       ,560
13515144,30000,MINISTERIO DA JUSTICA,30911,FUNDO NACIONAL DE SEGURANCA PUBLICA,200331,SECRETARIA NACIONAL DE SEGURANCA PUBLICA,DI¡RIAS                       ,1008
13515144,30000,MINISTERIO DA JUSTICA,30911,FUNDO NACIONAL DE SEGURANCA PUBLICA,200331,SECRETARIA NACIONAL DE SEGURANCA PUBLICA,DI¡RIAS                       ,3026
13515144,30000,MINISTERIO DA JUSTICA,30911,FUNDO NACIONAL DE SEGURANCA PUBLICA,200331,SECRETARIA NACIONAL DE SEGURANCA PUBLICA,DI¡RIAS                       ,2802
13515144,30000,MINISTERIO DA JUSTICA,30911,FUNDO NACIONAL DE SEGURANCA PUBLICA,200331,SECRETARIA NACIONAL DE SEGURANCA PUBLICA,DI¡RIAS                       ,2578
13515144,30000,MINISTERIO DA JUSTICA,30911,FUNDO NACIONAL DE SEGURANCA PUBLICA,200331,SECRETARIA NACIONAL DE SEGURANCA PUBLICA,DI¡RIAS                       ,336
13515144,30000,MINISTERIO DA JUSTICA E SEGURANÁA PUBLICA,30000,MINISTERIO DA JUSTICA E SEGURANÁA PUBLICA - U,200005,COORDENACAO-GERAL DE LOGISTICA E CONTRATOS/MJ,PASSAGEM                      ,1592
13515716,30000,MINISTERIO DA JUSTICA E SEGURANÁA PUBLICA,30000,MINISTERIO DA JUSTICA E SEGURANÁA PUBLICA - U,200005,COORDENACAO-GERAL DE LOGISTICA E CONTRATOS/MJ,PASSAGEM                      ,233
13515716,30000,MINISTERIO DA JUSTICA,30911,FUNDO NACIONAL DE SEGURANCA PUBLICA,200331,SECRETARIA NACIONAL DE SEGURANCA PUBLICA,DI¡RIAS                       ,112
13515716,30000,MINISTERIO DA JUSTICA,30911,FUNDO NACIONAL DE SEGURANCA PUBLICA,200331,SECRETARIA NACIONAL DE SEGURANCA PUBLICA,DI¡RIAS                       ,2749
13515716,30000,MINISTERIO DA JUSTICA,30911,FUNDO NACIONAL DE SEGURANCA PUBLICA,200331,SECRETARIA NACIONAL DE SEGURANCA PUBLICA,DI¡RIAS                       ,1569
13515716,30000,MINISTERIO DA JUSTICA,30911,FUNDO NACIONAL DE SEGURANCA PUBLICA,200331,SECRETARIA NACIONAL DE SEGURANCA PUBLICA,DI¡RIAS                       ,3221
13515716,30000,MINISTERIO DA JUSTICA,30911,FUNDO NACIONAL DE SEGURANCA PUBLICA,200331,SECRETARIA NACIONAL DE SEGURANCA PUBLICA,DI¡RIAS                       ,59
13515716,30000,MINISTERIO DA JUSTICA,30911,FUNDO NACIONAL DE SEGURANCA PUBLICA,200331,SECRETARIA NACIONAL DE SEGURANCA PUBLICA,DI¡RIAS                       ,2861
13515716,30000,MINISTERIO DA JUSTICA,30911,FUNDO NACIONAL DE SEGURANCA PUBLICA,200331,SECRETARIA NACIONAL DE SEGURANCA PUBLICA,DI¡RIAS                       ,265
13515716,30000,MINISTERIO DA JUSTICA,30911,FUNDO NACIONAL DE SEGURANCA PUBLICA,200331,SECRETARIA NACIONAL DE SEGURANCA PUBLICA,DI¡RIAS                       ,3026
13515771,30000,MINISTERIO DA JUSTICA,30911,FUNDO NACIONAL DE SEGURANCA PUBLICA,200331,SECRETARIA NACIONAL DE SEGURANCA PUBLICA,DI¡RIAS                       ,112
13515771,30000,MINISTERIO DA JUSTICA,30911,FUNDO NACIONAL DE SEGURANCA PUBLICA,200331,SECRETARIA NACIONAL DE SEGURANCA PUBLICA,DI¡RIAS                       ,3026
13515771,30000,MINISTERIO DA JUSTICA,30911,FUNDO NACIONAL DE SEGURANCA PUBLICA,200331,SECRETARIA NACIONAL DE SEGURANCA PUBLICA,DI¡RIAS                       ,3250
13516655,26000,MINISTERIO DA EDUCACAO,26233,UNIVERSIDADE FEDERAL DO CEARA,153045,UNIVERSIDADE FEDERAL DO CEARA,PASSAGEM                      ,560
13516969,44000,MINISTERIO DO MEIO AMBIENTE,44207,INST.CHICO MENDES DE CONSER.DA BIODIVERSIDADE,443033,INSTITUTO CHICO MENDES - SEDE,DI¡RIAS                       ,963
13516990,26000,MINISTERIO DA EDUCACAO,26233,UNIVERSIDADE FEDERAL DO CEARA,153045,UNIVERSIDADE FEDERAL DO CEARA,PASSAGEM                      ,424
13517082,26000,MINISTERIO DA EDUCACAO,26233,UNIVERSIDADE FEDERAL DO CEARA,153045,UNIVERSIDADE FEDERAL DO CEARA,PASSAGEM                      ,1222
13517186,26000,MINISTERIO DA EDUCACAO,26233,UNIVERSIDADE FEDERAL DO CEARA,153045,UNIVERSIDADE FEDERAL DO CEARA,PASSAGEM                      ,342
13517351,52000,MINISTERIO DA DEFESA,52111,COMANDO DA AERONAUTICA,120016,GRUPAMENTO DE APOIO DE S J CAMPOS,PASSAGEM                      ,1271
13518842,40000,MINISTERIO DO TRABALHO,40000,MINISTERIO DO TRABALHO - UNIDADES COM VÕNCULO,400040,GABINETE DO MINISTRO - GM,DI¡RIAS                       ,1174
13518842,40000,MINISTERIO DO TRABALHO,40000,MINISTERIO DO TRABALHO - UNIDADES COM VÕNCULO,400040,GABINETE DO MINISTRO - GM,PASSAGEM                      ,1389
13519153,26000,MINISTERIO DA EDUCACAO,26233,UNIVERSIDADE FEDERAL DO CEARA,153045,UNIVERSIDADE FEDERAL DO CEARA,PASSAGEM                      ,363
13519363,30000,MINISTERIO DA JUSTICA E SEGURANÁA PUBLICA,30000,MINISTERIO DA JUSTICA E SEGURANÁA PUBLICA - U,200005,COORDENACAO-GERAL DE LOGISTICA E CONTRATOS/MJ,PASSAGEM                      ,1381
13519363,30000,MINISTERIO DA JUSTICA,30911,FUNDO NACIONAL DE SEGURANCA PUBLICA,200331,SECRETARIA NACIONAL DE SEGURANCA PUBLICA,DI¡RIAS                       ,336
13519363,30000,MINISTERIO DA JUSTICA,30911,FUNDO NACIONAL DE SEGURANCA PUBLICA,200331,SECRETARIA NACIONAL DE SEGURANCA PUBLICA,DI¡RIAS                       ,2466
13519363,30000,MINISTERIO DA JUSTICA,30911,FUNDO NACIONAL DE SEGURANCA PUBLICA,200331,SECRETARIA NACIONAL DE SEGURANCA PUBLICA,DI¡RIAS                       ,3026
13519363,30000,MINISTERIO DA JUSTICA,30911,FUNDO NACIONAL DE SEGURANCA PUBLICA,200331,SECRETARIA NACIONAL DE SEGURANCA PUBLICA,DI¡RIAS                       ,112
13519401,26000,MINISTERIO DA EDUCACAO,26233,UNIVERSIDADE FEDERAL DO CEARA,153045,UNIVERSIDADE FEDERAL DO CEARA,PASSAGEM                      ,866
13522042,35000,MINISTERIO DAS RELACOES EXTERIORES,35000,MINISTERIO DAS RELACOES EXTERIORES - UNIDADES,240009,DEPARTAMENTO DO SERVICO EXTERIOR - MRE,DI¡RIAS                       ,455
13522078,52000,MINISTERIO DA DEFESA,52111,COMANDO DA AERONAUTICA,120646,GRUPAMENTO DE APOIO ¿S UNIDADES DO SISTEMA DE,PASSAGEM                      ,1253
13522528,52000,MINISTERIO DA DEFESA,52111,COMANDO DA AERONAUTICA,120646,GRUPAMENTO DE APOIO ¿S UNIDADES DO SISTEMA DE,PASSAGEM                      ,247
13523747,35000,MINISTERIO DAS RELACOES EXTERIORES,35000,MINISTERIO DAS RELACOES EXTERIORES - UNIDADES,240009,DEPARTAMENTO DO SERVICO EXTERIOR - MRE,DI¡RIAS                       ,294
13523747,35000,MINISTERIO DAS RELACOES EXTERIORES,35000,MINISTERIO DAS RELACOES EXTERIORES - UNIDADES,240009,DEPARTAMENTO DO SERVICO EXTERIOR - MRE,DI¡RIAS                       ,3228
13523844,52000,MINISTERIO DA DEFESA,52111,COMANDO DA AERONAUTICA,120646,GRUPAMENTO DE APOIO ¿S UNIDADES DO SISTEMA DE,PASSAGEM                      ,2827
13524338,30000,MINISTERIO DA JUSTICA E SEGURANÁA PUBLICA,30000,MINISTERIO DA JUSTICA E SEGURANÁA PUBLICA - U,200005,COORDENACAO-GERAL DE LOGISTICA E CONTRATOS/MJ,PASSAGEM                      ,949
13524338,30000,MINISTERIO DA JUSTICA,30911,FUNDO NACIONAL DE SEGURANCA PUBLICA,200331,SECRETARIA NACIONAL DE SEGURANCA PUBLICA,DI¡RIAS                       ,902
13524338,30000,MINISTERIO DA JUSTICA,30911,FUNDO NACIONAL DE SEGURANCA PUBLICA,200331,SECRETARIA NACIONAL DE SEGURANCA PUBLICA,DI¡RIAS                       ,112
